,Row ID,Order ID,Data da Venda,Prioridade,Quantidade,Valor da Venda,Desconto,Forma de Envio,Lucro,Preço Unitário,Custo de Envio,Nome do Cliente,Cidade,CEP,Estado,Região,País,Segmento do Cliente,Categoria do Produto,Sub-Categoria do Produto,Nome do Produto,Embalagem,Margem,Data de Envio
4193,5625,39842,2010-12-19,Média,22,1295.502,0.01,Aéreo Rápido,224.856,65.99,3.99,Chris Cortes,Vitória,4070,Espírito Santo,Sudeste,Brasil,Consumidor,Tecnologia,Telefones e Comunicação,StarTAC 7760,Small Box,0.59,2010-12-20 00:00:00
4194,388,2659,2010-12-17,Não Especificada,50,881.65,0.08,Aéreo Normal,41.27,18.97,9.03,Alice McCarthy,Natal,84118,Rio Grande do Norte,Nordeste,Brasil,Corporativo,Material de Escritório,Papel,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,2010-12-19 00:00:00
4195,4636,32996,2010-12-17,Crítica,2,116.314,0.04,Aéreo Normal,-300.85,65.99,3.9,Janet Lee,Porto Alegre,28307,Rio Grande do Sul,Sul,Brasil,Consumidor,Tecnologia,Telefones e Comunicação,StarTAC Series,Small Box,0.55,2010-12-19 00:00:00
4196,5624,39842,2010-12-19,Média,38,1554.21,0.08,Aéreo Rápido,114.45,41.32,8.66,Chris Cortes,Belo Horizonte,2116,Minas Gerais,Sudeste,Brasil,Consumidor,Mobiliário,Mobiliário de Escritório,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box,0.76,2010-12-19 00:00:00
4197,7607,54437,2010-12-19,Alta,15,653.871,0.09,Aéreo Normal,-311.04699999999997,55.99,5.0,Logan Haushalter,Campo Grande,47362,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Accessory36,Small Pack,0.83,2010-12-19 00:00:00
4198,3016,21702,2010-12-17,Não Especificada,40,5232.83,0.01,Transporte Rodoviário,-1461.65,122.99,70.2,Nathan Mautz,Curitiba,35209,Paraná,Sul,Brasil,Escritório em Casa,Mobiliário,Cadeiras,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2010-12-18 00:00:00
4199,4861,34597,2010-12-16,Média,8,849.337,0.07,Aéreo Rápido,-258.852,125.99,2.5,Brad Thomas,Recife,95032,Pernambuco,Nordeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,V2397,Small Box,0.58,2010-12-18 00:00:00
4200,5941,42151,2010-12-15,Alta,35,4408.6695,0.05,Aéreo Normal,1140.669,155.99,3.9,Tim Brockman,Aracajú,83301,Sergipe,Nordeste,Brasil,Consumidor,Tecnologia,Telefones e Comunicação,T39m,Small Box,0.55,2010-12-18 00:00:00
4201,7957,56837,2010-12-14,Baixa,10,965.46,0.03,Transporte Rodoviário,-71.48,90.98,30.0,Steve Nguyen,Ribeirão Pires,43615,São Paulo,Sudeste,Brasil,Consumidor,Mobiliário,Cadeiras,Office Star - Task Chair with Contemporary Loop Arms,Jumbo Drum,0.61,2010-12-18 00:00:00
4202,1535,11047,2010-12-10,Baixa,27,1991.26,0.01,Transporte Rodoviário,-528.09,68.81,60.0,Ionia McGrath,Curitiba,35211,Paraná,Sul,Brasil,Escritório em Casa,Material de Escritório,Eletrodomésticos,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2010-12-17 00:00:00
4203,1684,12160,2010-12-12,Baixa,48,10341.47,0.03,Transporte Rodoviário,865.02,208.16,68.02,Darren Budd,Corumbá de Goiás,76017,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Cadeiras,Bevis Steel Folding Chairs,Jumbo Drum,0.57,2010-12-17 00:00:00
4204,1686,12160,2010-12-12,Baixa,9,38.3,0.01,Aéreo Normal,-42.4925,3.36,6.27,Darren Budd,Corumbá de Goiás,76017,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,"Dana Fluorescent Magnifying Lamp, White, 36""",Large Box,0.55,2010-12-17 00:00:00
4205,2118,15109,2010-12-14,Não Especificada,11,230.72,0.08,Aéreo Normal,-68.76,20.95,5.99,Maria Bertelson,Cuiabá,63031,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.65,2010-12-17 00:00:00
4206,6942,49575,2010-12-16,Alta,12,507.44,0.05,Aéreo Normal,170.901,42.8,2.99,Kalyca Meade,Ribeirão Pires,15146,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Small Box,0.36,2010-12-17 00:00:00
4207,8110,57891,2010-12-17,Média,17,934.9405,0.08,Aéreo Normal,47.096999999999994,65.99,5.92,Corey Lock,Recife,95351,Pernambuco,Nordeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,252,Small Box,0.55,2010-12-17 00:00:00
4208,8376,59815,2010-12-15,Não Especificada,14,51.56,0.09,Aéreo Normal,-1.06,3.71,1.93,Christy Brittain,Recife,95070,Pernambuco,Nordeste,Brasil,Consumidor,Material de Escritório,Papel,"""While you Were Out"" Message Book, One Form per Page",Wrap Bag,0.35,2010-12-17 00:00:00
4209,342,2339,2010-12-14,Baixa,12,1634.98,0.09,Aéreo Normal,-120.45,140.85,19.99,Jennifer Braxton,Campo Grande,47374,Mato Grosso do Sul,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Armazenamento e Organização,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73,2010-12-16 00:00:00
4210,1685,12160,2010-12-12,Baixa,2,55.21,0.08,Aéreo Normal,-45.3,24.98,8.79,Darren Budd,Corumbá de Goiás,76017,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Cadeiras,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,2010-12-16 00:00:00
4211,2119,15109,2010-12-14,Não Especificada,45,293.47,0.06,Aéreo Normal,-205.38,6.48,8.4,Maria Bertelson,Cuiabá,63031,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Papel,Xerox 212,Small Box,0.37,2010-12-16 00:00:00
4212,2120,15109,2010-12-14,Não Especificada,33,88.7,0.06,Aéreo Normal,-89.13,2.52,4.28,Maria Bertelson,Cuiabá,63031,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Wrap Bag,0.44,2010-12-16 00:00:00
4213,2122,15109,2010-12-14,Não Especificada,10,142.15,0.09,Aéreo Normal,-58.18,14.03,9.37,Maria Bertelson,Cuiabá,63031,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Armazenamento e Organização,Project Tote Personal File,Small Box,0.56,2010-12-16 00:00:00
4214,2195,15808,2010-12-14,Crítica,45,882.96,0.06,Aéreo Normal,11.65,19.98,4.0,Bill Donatelli,Douradina,68801,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Tecnologia,Periféricos,Belkin 105-Key Black Keyboard,Small Box,0.68,2010-12-16 00:00:00
4215,3321,23746,2010-12-15,Alta,10,408.23,0.06,Aéreo Normal,52.38,40.97,1.99,Emily Grady,Natal,84663,Rio Grande do Norte,Nordeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,"TDK 4.7GB DVD-R Spindle, 15/Pack",Small Pack,0.42,2010-12-16 00:00:00
4216,5174,36805,2010-12-14,Média,7,263.8,0.0,Aéreo Normal,165.33,34.23,5.02,Shahid Shariari,Anápolis,48060,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,Hand-Finished Solid Wood Document Frame,Small Box,0.55,2010-12-16 00:00:00
4217,5175,36805,2010-12-14,Média,28,1546.3964999999998,0.07,Aéreo Rápido,226.719,65.99,5.26,Shahid Shariari,Anápolis,48060,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,g520,Small Box,0.59,2010-12-16 00:00:00
4218,1830,13125,2010-12-13,Não Especificada,30,990.73,0.02,Aéreo Rápido,56.39,30.73,4.0,Alejandro Savely,Rio de Janeiro,5451,Rio de Janeiro,Sudeste,Brasil,Corporativo,Tecnologia,Periféricos,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,2010-12-15 00:00:00
4219,2121,15109,2010-12-14,Não Especificada,23,262.78,0.04,Aéreo Normal,19.36,10.98,3.37,Maria Bertelson,Cuiabá,63031,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,"Tesouras, réguas e aparadores",Fiskars® Softgrip Scissors,Small Pack,0.57,2010-12-15 00:00:00
4220,2196,15808,2010-12-14,Crítica,3,58.14,0.01,Aéreo Normal,-96.25,20.99,4.81,Bill Donatelli,Douradina,68801,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,1726 Digital Answering Machine,Medium Box,0.58,2010-12-15 00:00:00
4221,4240,30149,2010-12-12,Média,50,690.97,0.03,Aéreo Normal,-16.94,13.79,8.78,Mark Cousins,Anápolis,48185,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,9-3/4 Diameter Round Wall Clock,Small Box,0.43,2010-12-15 00:00:00
4222,7722,55331,2010-12-13,Alta,13,50.35,0.05,Aéreo Normal,-8.24,3.69,2.5,Jennifer Braxton,Campo Grande,46375,Mato Grosso do Sul,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Envelopes,Colored Envelopes,Small Box,0.39,2010-12-15 00:00:00
4223,8358,59714,2010-12-13,Crítica,26,9225.65,0.03,Transporte Rodoviário,1656.4621499999998,349.45,60.0,Julia Barnett,Taubaté,7101,São Paulo,Sudeste,Brasil,Corporativo,Mobiliário,Mesas,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,,2010-12-15 00:00:00
4224,2193,15808,2010-12-14,Crítica,33,126.88,0.05,Aéreo Normal,12.63,3.7,1.61,Bill Donatelli,Douradina,68025,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,3M Hangers With Command Adhesive,Wrap Bag,0.44,2010-12-14 00:00:00
4225,2194,15808,2010-12-14,Crítica,42,906.64,0.07,Aéreo Rápido,-148.925,22.38,15.1,Bill Donatelli,Douradina,68801,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,2010-12-14 00:00:00
4226,2691,19492,2010-12-12,Alta,9,691.09,0.08,Aéreo Normal,364.03,78.69,19.99,Jason Gross,Cuiabá,63044,Mato Grosso,Centro-Oeste,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Small Box,0.43,2010-12-14 00:00:00
4227,4239,30149,2010-12-12,Média,5,173.62,0.09,Transporte Rodoviário,-88.64,33.94,19.19,Mark Cousins,Anápolis,48185,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Cadeiras,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,0.58,2010-12-14 00:00:00
4228,5037,35908,2010-12-12,Não Especificada,40,240.18,0.06,Aéreo Normal,-160.21,5.78,7.64,Brad Eason,Eldorado,68701,Mato Grosso do Sul,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Papel,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.36,2010-12-14 00:00:00
4229,6578,46849,2010-12-13,Não Especificada,23,188.54,0.09,Aéreo Normal,9.820000000000006,8.33,1.99,Sarah Bern,Anápolis,48858,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Periféricos,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,2010-12-14 00:00:00
4230,6714,47844,2010-12-12,Crítica,41,5824.01,0.1,Transporte Rodoviário,-288.68,150.98,30.0,Tanja Norvell,Maringá,34239,Paraná,Sul,Brasil,Consumidor,Mobiliário,Cadeiras,Novimex Swivel Fabric Task Chair,Jumbo Drum,0.74,2010-12-14 00:00:00
4231,7641,54727,2010-12-13,Média,29,1427.14,0.02,Aéreo Normal,605.92,48.04,7.23,Bradley Drucker,Recife,90604,Pernambuco,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Papel,Xerox 1885,Small Box,0.37,2010-12-14 00:00:00
4232,845,6053,2010-12-11,Média,4,16.08,0.04,Aéreo Normal,-3.7489999999999997,3.8,1.49,Maureen Fritzler,São Paulo,15239,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Durable Pressboard Binders,Small Box,0.38,2010-12-13 00:00:00
4233,1408,10242,2010-12-12,Média,32,690.88,0.08,Aéreo Normal,119.25,22.98,7.58,Maria Bertelson,Cuiabá,65203,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,2010-12-13 00:00:00
4234,2300,16579,2010-12-12,Não Especificada,33,63.96,0.05,Aéreo Normal,-13.708,1.88,1.49,Saphhira Shifley,Porto Alegre,29801,Rio Grande do Sul,Sul,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,Staples® General Use 3-Ring Binders,Small Box,0.37,2010-12-13 00:00:00
4235,2301,16579,2010-12-12,Não Especificada,23,177.23,0.07,Aéreo Normal,4.94,8.14,3.12,Saphhira Shifley,Porto Alegre,29801,Rio Grande do Sul,Sul,Brasil,Consumidor,Material de Escritório,Canetas e materiais de arte,"Avery Hi-Liter® EverBold™ Pen Style Fluorescent Highlighters, 4/Pack",Wrap Bag,0.45,2010-12-13 00:00:00
4236,2354,16992,2010-12-12,Alta,15,126.74,0.08,Aéreo Normal,-18.53,8.67,3.5,Ed Jacobs,Recife,95661,Pernambuco,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Eletrodomésticos,Staples 4 Outlet Surge Protector,Small Box,0.58,2010-12-13 00:00:00
4237,2692,19492,2010-12-12,Alta,33,713.7,0.02,Aéreo Normal,176.09,21.98,2.87,Jason Gross,Cuiabá,63044,Mato Grosso,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack,0.55,2010-12-13 00:00:00
4238,4238,30149,2010-12-12,Média,8,16.47,0.1,Aéreo Normal,-6.8195,2.08,1.49,Mark Cousins,Anápolis,48329,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Round Ring Binders,Small Box,0.38,2010-12-13 00:00:00
4239,5038,35908,2010-12-12,Não Especificada,45,529.28,0.1,Aéreo Rápido,-30.27,12.21,4.81,Brad Eason,Eldorado,68701,Mato Grosso do Sul,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Armazenamento e Organização,Portable Personal File Box,Small Box,0.58,2010-12-13 00:00:00
4240,6424,45668,2010-12-12,Não Especificada,8,704.77,0.01,Transporte Rodoviário,-298.9,81.94,55.81,Shaun Chance,Aracajú,83402,Sergipe,Nordeste,Brasil,Corporativo,Mobiliário,Estantes,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Jumbo Box,0.6,2010-12-13 00:00:00
4241,8363,59777,2010-12-12,Alta,19,917.31,0.05,Aéreo Rápido,-139.86,49.99,19.99,Sam Craven,Itajaí,30501,Santa Catarina,Sul,Brasil,Escritório em Casa,Tecnologia,Periféricos,US Robotics 56K V.92 Internal PCI Faxmodem,Small Box,0.45,2010-12-13 00:00:00
4242,1536,11047,2010-12-10,Baixa,24,10480.272,0.07,Transporte Rodoviário,2271.68,550.98,64.59,Ionia McGrath,Curitiba,35211,Paraná,Sul,Brasil,Escritório em Casa,Mobiliário,Mesas,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Jumbo Box,0.66,2010-12-12 00:00:00
4243,4844,34438,2010-12-11,Alta,28,588.54,0.04,Aéreo Normal,-30.72,20.15,8.99,Harold Engle,Campo Grande,46952,Mato Grosso do Sul,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Canetas e materiais de arte,Boston 19500 Mighty Mite Electric Pencil Sharpener,Small Pack,0.58,2010-12-12 00:00:00
4244,5372,38210,2010-12-12,Baixa,10,52.76,0.09,Aéreo Normal,-49.53,4.98,7.44,Ben Ferrer,São Paulo,43229,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1922,Small Box,0.36,2010-12-12 00:00:00
4245,7320,52194,2010-12-11,Crítica,25,612.93,0.1,Aéreo Normal,-5.037,24.92,12.98,Greg Tran,Vitória,20901,Espírito Santo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,GBC Standard Therm-A-Bind Covers,Small Box,0.39,2010-12-12 00:00:00
4246,7321,52194,2010-12-11,Crítica,12,1551.34,0.03,Transporte Rodoviário,-483.12,120.98,78.64,Greg Tran,Vitória,20901,Espírito Santo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Estantes,O'Sullivan Living Dimensions 2-Shelf Bookcases,Jumbo Box,0.75,2010-12-12 00:00:00
4247,440,2976,2010-12-09,Não Especificada,30,14223.82,0.09,Transporte Rodoviário,3424.22,500.98,26.0,Edward Hooks,Belém,60110,Pará,Norte,Brasil,Consumidor,Mobiliário,Cadeiras,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,2010-12-11 00:00:00
4248,1101,8097,2010-12-09,Média,48,7522.8,0.04,Aéreo Rápido,3187.37,162.93,19.99,Doug Jacobs,Vitória,3038,Espírito Santo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Envelopes,Multimedia Mailers,Small Box,0.39,2010-12-11 00:00:00
4249,5799,41123,2010-12-06,Baixa,27,322.46,0.04,Aéreo Normal,54.29,11.34,5.01,Frank Gastineau,Natal,84074,Rio Grande do Norte,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Papel,Xerox 188,Small Box,0.36,2010-12-11 00:00:00
4250,959,6948,2010-12-09,Não Especificada,15,1143.88,0.04,Aéreo Normal,-88.7,73.98,4.0,Phillip Breyer,Alexânia,53150,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Periféricos,Keytronic French Keyboard,Small Box,0.79,2010-12-10 00:00:00
4251,961,6978,2010-12-09,Alta,47,371.95,0.07,Aéreo Normal,-87.4,8.12,2.83,Art Foster,João Pessoa,80126,Paraíba,Nordeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,2010-12-10 00:00:00
4252,3842,27396,2010-12-08,Crítica,14,138.31,0.07,Aéreo Normal,-31.16,9.77,6.02,Sean Wendt,Anápolis,55345,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,DAX Solid Wood Frames,Medium Box,0.48,2010-12-10 00:00:00
4253,530,3591,2010-12-07,Média,3,321.57,0.01,Transporte Rodoviário,-100.05,100.98,15.66,Herbert Flentye,São Paulo,44117,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Eletrodomésticos,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2010-12-09 00:00:00
4254,1737,12452,2010-12-07,Média,17,112.86,0.04,Aéreo Normal,-56.78,6.6,4.07,Bill Donatelli,Douradina,68025,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Tecnologia,Periféricos,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,0.66,2010-12-09 00:00:00
4255,1738,12452,2010-12-07,Média,38,2063.42,0.03,Aéreo Normal,989.95,55.98,5.15,Bill Donatelli,Douradina,68025,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1934,Small Box,0.36,2010-12-09 00:00:00
4256,2863,20674,2010-12-08,Alta,37,17717.34,0.0,Transporte Rodoviário,8291.08,500.97,69.3,Philip Brown,Formosa,57701,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Máquinas de Escritório,Epson Stylus 1520 Color Inkjet Printer,Jumbo Drum,0.37,2010-12-09 00:00:00
4257,3244,23264,2010-12-07,Crítica,16,108.42,0.02,Aéreo Normal,-50.82,6.48,6.81,Clay Rozendal,Goiânia,61201,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1930,Small Box,0.36,2010-12-09 00:00:00
4258,3245,23264,2010-12-07,Crítica,27,78.47,0.06,Aéreo Normal,17.99,2.88,0.99,Clay Rozendal,Goiânia,61107,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Etiquetas,Avery 474,Small Box,0.36,2010-12-09 00:00:00
4259,4987,35490,2010-12-07,Alta,7,44.64,0.03,Aéreo Rápido,2.08,5.84,1.2,Victoria Brennan,Feira de Santana,98444,Bahia,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,Newell 312,Wrap Bag,0.55,2010-12-09 00:00:00
4260,4988,35490,2010-12-07,Alta,41,1289.62,0.03,Aéreo Normal,432.522,35.99,1.1,Victoria Brennan,Feira de Santana,98444,Bahia,Nordeste,Brasil,Pequenas Empresas,Tecnologia,Telefones e Comunicação,Accessory35,Small Box,0.55,2010-12-09 00:00:00
4261,531,3591,2010-12-07,Média,12,1085.16,0.08,Transporte Rodoviário,-311.54,89.99,42.0,Herbert Flentye,São Paulo,44117,São Paulo,Sudeste,Brasil,Pequenas Empresas,Mobiliário,Cadeiras,"Global Leather Task Chair, Black",Jumbo Drum,0.66,2010-12-08 00:00:00
4262,1736,12452,2010-12-07,Média,1,356.95,0.08,Aéreo Normal,-228.2405,387.99,19.99,Bill Donatelli,Douradina,68005,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,2010-12-08 00:00:00
4263,2771,20036,2010-12-05,Não Especificada,28,4371.92,0.03,Transporte Rodoviário,-533.44,150.98,66.27,John Lee,Curitiba,72401,Paraná,Sul,Brasil,Corporativo,Mobiliário,Estantes,Bush Mission Pointe Library,Jumbo Box,0.65,2010-12-08 00:00:00
4264,5865,41632,2010-12-01,Baixa,34,1541.458,0.05,Aéreo Normal,-238.161,55.99,5.0,Patrick Jones,Maringá,36869,Paraná,Sul,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,Accessory36,Small Pack,0.83,2010-12-08 00:00:00
4265,7627,54564,2010-12-06,Alta,27,1553.868,0.04,Aéreo Rápido,322.506,65.99,5.92,Brendan Murry,Recife,95020,Pernambuco,Nordeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,252,Small Box,0.55,2010-12-08 00:00:00
4266,561,3783,2010-12-05,Não Especificada,40,257.43,0.05,Aéreo Normal,-200.63,6.48,8.73,Jonathan Doherty,Porto Alegre,28052,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Papel,Xerox 227,Small Box,0.37,2010-12-07 00:00:00
4267,1050,7746,2010-12-05,Média,1,28.96,0.06,Aéreo Normal,-27.07,19.98,8.68,Roger Demir,Aracajú,83701,Sergipe,Nordeste,Brasil,Consumidor,Material de Escritório,Papel,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,2010-12-07 00:00:00
4268,2615,18887,2010-12-05,Não Especificada,9,173.417,0.0,Aéreo Normal,18.234,20.99,0.99,Clay Rozendal,Goiânia,61201,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Accessory21,Wrap Bag,0.37,2010-12-07 00:00:00
4269,2772,20036,2010-12-05,Não Especificada,21,1745.118,0.03,Aéreo Normal,307.251,95.99,4.9,John Lee,Curitiba,72401,Paraná,Sul,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,T60,Small Box,0.56,2010-12-07 00:00:00
4270,2774,20036,2010-12-05,Não Especificada,44,1207.4,0.03,Aéreo Normal,-25.23,26.31,5.89,John Lee,Curitiba,35473,Paraná,Sul,Brasil,Corporativo,Tecnologia,Periféricos,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,2010-12-07 00:00:00
4271,6322,44738,2010-12-05,Não Especificada,34,75.57,0.02,Aéreo Normal,6.87,2.1,0.7,Max Jones,São Paulo,16801,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Wrap Bag,0.57,2010-12-07 00:00:00
4272,6435,45733,2010-12-06,Crítica,39,851.17,0.07,Aéreo Normal,-131.284,22.38,15.1,Maya Herman,Florianópolis,30161,Santa Catarina,Sul,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,2010-12-07 00:00:00
4273,6489,46177,2010-12-05,Baixa,48,9708.64,0.1,Transporte Rodoviário,-528.653125,218.75,69.64,Rick Duston,Vitória,4106,Espírito Santo,Sudeste,Brasil,Corporativo,Mobiliário,Mesas,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,2010-12-07 00:00:00
4274,263,1825,2010-12-04,Média,22,38.26,0.03,Aéreo Normal,-2.34,1.76,0.7,Aaron Smayling,São Paulo,11787,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,Newell 310,Wrap Bag,0.56,2010-12-06 00:00:00
4275,524,3586,2010-12-04,Alta,31,461.1,0.05,Aéreo Normal,116.96,14.34,5.0,Lena Cacioppo,São Paulo,12047,São Paulo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,Nu-Dell Leatherette Frames,Small Pack,0.49,2010-12-06 00:00:00
4276,5205,36997,2010-12-05,Não Especificada,39,104.33,0.0,Aéreo Normal,39.91,2.61,0.5,Tim Brockman,Aracajú,83301,Sergipe,Nordeste,Brasil,Consumidor,Material de Escritório,Etiquetas,Avery 494,Small Box,0.39,2010-12-06 00:00:00
4277,5741,40800,2010-12-04,Não Especificada,18,101.34,0.06,Aéreo Normal,26.11,5.68,1.39,Jim Sink,Campo Grande,46322,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Envelopes,Staples Standard Envelopes,Small Box,0.38,2010-12-06 00:00:00
4278,7666,54950,2010-12-05,Alta,26,174.58,0.08,Aéreo Normal,-57.17,6.84,4.42,Stephanie Ulpright,Ribeirão Pires,44515,São Paulo,Sudeste,Brasil,Consumidor,Material de Escritório,"Tesouras, réguas e aparadores",Acme® Design Stainless Steel Bent Scissors,Small Pack,0.58,2010-12-06 00:00:00
4279,7667,54950,2010-12-05,Alta,22,8789.54,0.07,Transporte Rodoviário,-1025.1883070000001,424.21,110.2,Stephanie Ulpright,Ribeirão Pires,44515,São Paulo,Sudeste,Brasil,Consumidor,Mobiliário,Mesas,Bush Advantage Collection® Racetrack Conference Table,Jumbo Box,0.67,2010-12-06 00:00:00
4280,8201,58656,2010-12-04,Alta,5,39.44,0.0,Aéreo Normal,-0.943,6.75,2.99,Doug O'Connell,Cuiabá,65721,Mato Grosso,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35,2010-12-06 00:00:00
